"data.wydania";"data.ogloszenia";"data.wykonania";"organ.wlasciwy";"ocena.konstytucyjnosci";"status.orzeczenia";"tytul.orzeczenia";"akty.prawne";"dane.orzeczenia";"dokumenty.w.sprawie"
2013-06-13;2013-07-09;2014-06-01;"Minister Pracy i Polityki Społecznej";"niezgodny";"Wykonane";"Normy czasu pracy osób niepełnosprawnych.";"Dz.U. 2011 r. Nr 127 poz. 721Ustawa z dnia 27 sierpnia 1997 r. o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych
Dz.U. 2010 r. Nr 226 poz. 1475Ustawa z dnia 29 października 2010 r. o zmianie ustawy o rehabilitacji zawodowej i społecznej oraz zatrudnianiu osób niepełnosprawnych.";"K 17/11
Data wydania:2013-06-13
Dz.U. 2013 r. poz. 791
Data ogłoszenia:2013-07-09";"[Pokaż szczegóły]

ANALIZA
RCL.DPiO 5604-97/13
AKTY WYKONUJĄCE
Dz.U. 2014 r. poz. 877"
2013-06-04;2013-06-18;NA;"Minister Finansów";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Podatki od spadków i darowizn (zwolnienie od podatku).";"Dz.U. 2006 r. Nr 222 poz. 1629Ustawa z dnia 16 listopada 2006 r. o zmianie ustawy o podatku od spadków i darowizn oraz ustawy o podatku od czynności cywilnoprawnych";"P 43/11
Data wydania:2013-06-04
Dz.U. 2013 r. poz. 692
Data ogłoszenia:2013-06-18";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 5604-54-13"
2013-04-23;2013-05-10;2015-10-01;"Minister Finansów";"niezgodny";"Wykonane";"Świadczenia socjalne dla funkcjonariuszy celnych i ich rodzin; niedziałanie prawa wstecz.";"Dz.U. 2013 r. poz. 459Rozporządzenie Rady Ministrów z dnia 16 lutego 2010 r. w sprawie świadczeń socjalnych funkcjonariuszy celnych i członków ich rodzin";"P 44/10
Data wydania:2013-04-23
Dz.U. 2013 r. poz. 549
Data ogłoszenia:2013-05-10";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-49/13
AKTY WYKONUJĄCE
Dz.U. 2015 r. poz. 1460"
2013-03-27;2013-04-11;2014-02-01;"Minister Obrony Narodowej";"niezgodny";"Wykonane";"Prawo o ustroju sądów powszechnych/ Prawo o ustroju sądów wojskowych";"Dz.U. 2012 r. poz. 952Ustawa z dnia 21 sierpnia 1997 r. - Prawo o ustroju sądów wojskowych
Dz.U. 2013 r. poz. 427Ustawa z dnia 27 lipca 2001 r. - Prawo o ustroju sądów powszechnych";"K 27/12
Data wydania:2013-03-27
Dz.U. 2013 r. poz. 448
Data ogłoszenia:2013-04-11";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-43-13
AKTY WYKONUJĄCE
Dz.U. 2014 r. poz. 188"
2013-03-26;2013-04-11;2013-04-01;"Minister Obrony Narodowej";"niezgodny";"Wykonane";"Stosowanie środków przymusu bezpośredniego oraz użycia broni palnej lub psa służbowego przez funkcjonariuszy Służby Więziennej oraz funkcjonariuszy Biura Ochrony Rządu.";"Dz.U. 2004 r. Nr 163 poz. 1712Ustawa z dnia 16 marca 2001 r. o Biurze Ochrony Rządu
Dz.U. 2010 r. Nr 79 poz. 523Ustawa z dnia 9 kwietnia 2010 r. o Służbie Więziennej";"K 11/12
Data wydania:2013-03-26
Dz.U. 2013 r. poz. 444
Data ogłoszenia:2013-04-11";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-38-13
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 628"
2013-03-07;2013-04-05;2014-04-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Zasady zwrotu uiszczonej opłaty od skargi na orzeczenie referendarza sądowego.";"Dz.U. 2010 r. Nr 90 poz. 594Ustawa z dnia 28 lipca 2005 r. o kosztach sądowych w sprawach cywilnych";"SK 30/09
Data wydania:2013-03-07
Dz.U. 2013 r. poz. 429
Data ogłoszenia:2013-04-05";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-26/13
AKTY WYKONUJĄCE
Dz.U. 2014 r. poz. 528"
2013-03-05;2013-03-20;2013-08-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Poddawanie badaniom lub wykonywanie czynności z udziałem oskarżonego oraz osoby podejrzanej.";"Dz.U. 2005 r. Nr 33 poz. 299Rozporządzenie Ministra Sprawiedliwości z dnia 23 lutego 2005 r. w sprawie poddawania badaniom lub wykonywania czynności z udziałem oskarżonego oraz osoby podejrzanej";"U 2/11
Data wydania:2013-03-05
Dz.U. 2013 r. poz. 375
Data ogłoszenia:2013-03-20";"[Pokaż szczegóły]

ANALIZA
RCL.DPiO 5604-35/13
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 1247"
2013-02-26;2013-03-14;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Postępowanie egzekucyjne (zasady pobierania opłat od dłużników przez komorników sądowych)";"Dz.U. 2011 r. Nr 231 poz. 1376Ustawa z 29 sierpnia 1997 r. o komornikach sądowych i egzekucji";"SK 12/11
Data wydania:2013-02-26
Dz.U. 2013 r. poz. 350
Data ogłoszenia:2013-03-14";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-32/13"
2013-02-19;2013-02-28;2014-05-01;"Minister Spraw Wewnętrznych";"niezgodny";"Wykonane";"Zasady wstrzymania i wznowienia wypłaty świadczenia emerytalnego.";"Dz.U. 2013 r. poz. 667Ustawa z dnia 18 lutego 1994 r. o zaopatrzeniu emerytalnym funkcjonariuszy Policji, Agencji Bezpieczeństwa Wewnętrznego, Agencji Wywiadu, Służby Kontrwywiadu Wojskowego, Służby Wywiadu Wojskowego, Centralnego Biura Antykorupcyjnego, Straży Granicznej, Biura Ochrony Rządu, Państwowej Straży Pożarnej i Służby Więziennej oraz ich rodzin";"P 14/11
Data wydania:2013-02-19
Dz.U. 2013 r. poz. 271
Data ogłoszenia:2013-02-28";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 5604-30-13
AKTY WYKONUJĄCE
Dz.U. 2014 r. poz. 696"
2013-01-31;2013-02-11;2013-11-01;"Minister Finansów";"niezgodny";"Wykonane";"Dochody jednostek samorządu terytorialnego (obowiązek wpłaty do budżetu państwa przez miasta na prawach powiatu tzw. wpłat wyrównawczych).";"Dz.U. 2010 r. Nr 80 poz. 526Ustawa z dnia 13 listopada 2003 r. o dochodach jednostek samorządu terytorialnego";"K 14/11
Data wydania:2013-01-31
Dz.U. 2013 r. poz. 193
Data ogłoszenia:2013-02-11";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-17-13
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 1609"
2013-01-22;2013-01-30;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Wyłączenie możliwości zaskarżenia czynności opisu i oszacowania nieruchomości w terminie tygodniowym od doręczenia dłużnikowi protokołu z tej czynności.";"Dz.U. 1964 r. Nr 43 poz. 296Ustawa z dnia 17 listopada 1964 r. - Kodeks postępowania cywilnego";"SK 18/11
Data wydania:2013-01-22
Dz.U. 2013 r. poz. 142
Data ogłoszenia:2013-01-30";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-7-13
AKTY WYKONUJĄCE
Dz.U. 2011 r. Nr 233 poz. 1381"
2013-01-08;2013-01-18;2014-01-01;"Minister Edukacji Narodowej";"niezgodny";"Wykonane";"Brak ustawowych regulacji przeprowadzania rekrutacji do przedszkoli i szkół publicznych.";"Dz.U. 2004 r. Nr 256 poz. 2572Ustawa z dnia 7 września 1991 r. o systemie oświaty";"K 38/12
Data wydania:2013-01-08
Dz.U. 2013 r. poz. 87
Data ogłoszenia:2013-01-18";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-12/13
AKTY WYKONUJĄCE
Dz.U. 2014 r. poz. 7"
2012-12-11;2012-12-21;2013-09-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Prawo do obrony (obecność zatrzymującego podczas rozmowy zatrzymanego z obrońcą)";"Dz.U. 1997 r. Nr 89 poz. 555Ustawa z dnia 6 czerwca 1997 r. - Kodeks postępowania karnego";"K 37/11
Data wydania:2012-12-11
Dz.U. 2012 r. poz. 1447
Data ogłoszenia:2012-12-21";"[Pokaż szczegóły]

ANALIZA
RCL.DPiO 5604-5/13
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 1247
Dz.U. 2013 r. poz. 1282"
2012-12-10;2012-12-18;2013-09-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Zasady porozumiewania się tymczasowo aresztowanego z obrońcą";"Dz.U. 1997 r. Nr 89 poz. 555Ustawa z dnia 6 czerwca 1997 r. - Kodeks postępowania karnego";"K 25/11
Data wydania:2012-12-10
Dz.U. 2012 r. poz. 1426
Data ogłoszenia:2012-12-18";"[Pokaż szczegóły]

ANALIZA
RCL.DPiO.5604-3/13
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 1282"
2012-12-04;2012-12-14;NA;"Inny";"niezgodny";"Niewykonane";"Akty prawa wewnętrznego (upoważnienie ustawowe)";"M.P. 2003 r. Nr 57 poz. 898Uchwała Zgromadzenia Ogólnego Sędziów Sądu Najwyższego z dnia 1 grudnia 2003 r. w sprawie regulaminu Sądu Najwyższego";"U 3/11
Data wydania:2012-12-04
M.P 2012 r. poz. 968
Data ogłoszenia:2012-12-14";"[Pokaż szczegóły]"
2012-11-27;2012-12-06;2012-12-28;"Minister Rolnictwa i Rozwoju Wsi";"niezgodny";"Wykonane";"Zasady uboju zwierząt (ubój rytualny)";"Dz.U. 2004 r. Nr 205 poz. 2102Rozporządzenie Ministra Rolnictwa i Rozwoju Wsi z dnia 9 września 2004 r. w sprawie kwalifikacji osób uprawnionych do zawodowego uboju oraz warunków i metod uboju i uśmiercania zwierząt";"U 4/12
Data wydania:2012-11-27
Dz.U. 2012 r. poz. 1365
Data ogłoszenia:2012-12-06";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-117/12"
2012-11-20;2012-11-28;2013-08-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Brak określenia maksymalnego okresu trwania aresztowania tymczasowego w postępowaniu karnym";"Dz.U. 1997 r. Nr 89 poz. 555Ustawa z dnia 6 czerwca 1997 r. - Kodeks postępowania karnego";"SK 3/12
Data wydania:2012-11-20
Dz.U. 2012 r. poz. 1327
Data ogłoszenia:2012-11-28";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-119-12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 1247"
2012-11-13;2012-11-22;2014-02-01;"Minister Pracy i Polityki Społecznej";"niezgodny";"Wykonane";"Uzyskanie prawa do emerytury bez rozwiązania stosunku pracy";"Dz.U. 2010 r. Nr 257 poz. 1726Ustawa z dnia 16 grudnia 2010 r. o zmianie ustawy o finansach publicznych oraz niektórych innych ustaw";"K 2/12
Data wydania:2012-11-13
Dz.U. 2012 r. poz. 1285
Data ogłoszenia:2012-11-22";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-4/13
AKTY WYKONUJĄCE
Dz.U. 2014 r. poz. 169"
2012-11-06;2012-11-21;2014-02-01;"Minister Środowiska";"niezgodny";"Wykonane";"Prawo łowieckie";"Dz.U. 2005 r. Nr 127 poz. 1066ustawa z dnia 13 października 1995 r. - Prawo łowieckie";"K 21/11
Data wydania:2012-11-06
Dz.U. 2012 r. poz. 1281
Data ogłoszenia:2012-11-21";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-107-12
AKTY WYKONUJĄCE
Dz.U. 2014 r. poz. 228"
2012-10-30;2012-11-15;2014-03-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Ogłoszenie wyroku dotyczącego kosztów opłacenia pomocy prawnej z urzędu (wniesienie zażalenia na postanowienie sądu drugiej instancji)";"Dz.U. 1964 r. Nr 43 poz. 296Ustawa z dnia 17 listopada 1964 r. - Kodeks postępowania cywilnego
Dz.U. 2009 r. Nr 69 poz. 592ustawa z dnia 19 marca 2009 r.o zmianie ustawy - Kodeks postępowania cywilnego";"SK 20/11
Data wydania:2012-10-30
Dz.U. 2012 r. poz. 1254
Data ogłoszenia:2012-11-15";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-95-12
AKTY WYKONUJĄCE
2014 r. poz. 435"
2012-10-30;2012-11-12;2013-05-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Prawo do sądu";"Dz.U. 2009 r. Nr 84 poz. 712Ustawa z dnia 6 grudnia 2006 r. o zasadach prowadzenia polityki rozwoju";"SK 8/12
Data wydania:2012-10-30
Dz.U. 2012 r. poz. 1237
Data ogłoszenia:2012-11-12";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-100/12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 714"
2012-10-23;2012-10-30;2014-02-01;"Minister Skarbu Państwa";"niezgodny";"Wykonane";"Zasady ubiegania się o rekompensatę z tytułu pozostawienia nieruchomości poza obecnymi granicami Rzeczypospolitej Polskiej";"Dz.U. 2005 r. Nr 169 poz. 1418Ustawa z dnia 8 lipca 2005 r. o realizacji prawado rekompensaty z tytułu pozostawienia nieruchomości poza obecnymi granicami Rzeczypospolitej Polskiej";"SK 11/12
Data wydania:2012-10-23
Dz.U. 2012 r. poz. 1195
Data ogłoszenia:2012-10-30";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-108/12
AKTY WYKONUJĄCE
Dz.U. 2014 r. poz. 195"
2012-10-02;2012-10-08;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Zasady ustalania wymiaru pracy pracownika w okresie rozliczeniowym, w którym święto przypada na dzień wolny od pracy";"Dz.U. 1998 r. Nr 21 poz. 94Ustawa z dnia 26 czerwca 1974 r. – Kodeks pracy
Dz.U. 2010 r. Nr 224 poz. 1459Ustawa z dnia 24 września 2010 r. o zmianie ustawy — Kodeks pracy oraz niektórych innych ustaw";"K 27/11
Data wydania:2012-10-02
Dz.U. 2012 r. poz. 1110
Data ogłoszenia:2012-10-08";"[Pokaż szczegóły]

ANALIZA
RCL.DPiO 5604-96/12"
2012-10-02;2012-10-09;2013-08-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Stosowanie w zakładach poprawczych oraz schroniskach dla nieletnich systemu kar i nagród";"Dz.U. 2001 r. Nr 124 poz. 1359Rozporządzenie Ministra Sprawiedliwości z dnia 17 października 2001 r. w sprawie zakładów poprawczych ischronisk dla nieletnich";"U 1/12
Data wydania:2012-10-02
Dz.U. 2012 r. poz. 1114
Data ogłoszenia:2012-10-09";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 5604-85/12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 1165"
2012-07-27;2012-08-03;2012-11-21;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Koszty postępowania sądowego w sprawie ustanowienia odrębnej własności lokalu";"Dz.U. 2009 r. Nr 223 poz. 1779Ustawa z dnia 18 grudnia 2009 r. o zmianie ustawy o spółdzielniach mieszkaniowych oraz o zmianie niektórych innych ustaw
Dz.U. 2007 r. Nr 125 poz. 873Ustawa z dnia 14 czerwca 2007 r. o zmianie ustawy o spółdzielniach mieszkaniowych i niektórych innych ustaw
Dz.U. 2003 r. Nr 119 poz. 1116Ustawa z dnia 15 grudnia 2000 r. o spółdzielniach mieszkaniowych";"P 8/12
Data wydania:2012-07-27
Dz.U. 2012 r. poz. 888
Data ogłoszenia:2012-08-03";"[Pokaż szczegóły]

ANALIZA
RCL DPiO 5604-78/12"
2012-07-18;2012-07-24;NA;"Inny";"niezgodny";"Niewykonane";"Ordynacja wyborcza do Sejmu RP i Senatu RP";"Dz.U. 2011 r. Nr 21 poz. 112Ustawa z dnia 5 stycznia 2011 r. - Kodeks wyborczy
Dz.U. 2011 r. Nr 155 poz. 924Ustawa z dnia 27 czerwca 1997 r. o partiach politycznych";"K 14/12
Data wydania:2012-07-18
Dz.U. 2012 r. poz. 849
Data ogłoszenia:2012-07-24";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-76-12"
2012-07-17;2012-07-24;2013-08-01;"Minister Finansów";"niezgodny";"Wykonane";"Zawieszenie terminu przedawnienia zobowiązania podatkowego w związku ze wszczęciem postępowania w sprawie o przestępstwo skarbowe i zawiadomienia o wszczęciu postępowania";"Dz.U. 2012 r. poz. 749Ustawa z dnia 29 sierpnia 1997 r. - Ordynacja podatkowa";"P 30/11
Data wydania:2012-07-17
Dz.U. 2012 r. poz. 848
Data ogłoszenia:2012-07-24";"[Pokaż szczegóły]

ANALIZA
RCL.DPiO-5604-79/12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 1149"
2012-07-11;2012-07-20;2014-01-01;"Minister Infrastruktury i Rozwoju";"niezgodny";"Wykonane";"Ogrody działkowe";"Dz.U. 2005 r. Nr 169 poz. 1419Ustawa z dnia 8 lipca 2005 r. o rodzinnych ogrodach działkowych";"K 8/10
Data wydania:2012-07-11
Dz.U. 2012 r. poz. 837
Data ogłoszenia:2012-07-20";"[Pokaż szczegóły]

AKTY WYKONUJĄCE
Dz.U. 2014 r. poz. 40"
2012-07-10;2012-07-19;2013-06-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Podział nieruchomości i obciążenie hipoteką";"Dz.U. 2001 r. Nr 124 poz. 1361Ustawa z dnia 6 lipca 1982 r. o księgach wieczystych i hipotece
Dz.U. 2009 r. Nr 131 poz. 1075ustawa z dnia z dnia 26 czerwca 2009 r.o zmianie ustawy o księgach wieczystych i hipotece oraz niektórych innych ustaw";"P 15/12
Data wydania:2012-07-10
Dz.U. 2012 r. poz. 827
Data ogłoszenia:2012-07-19";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-68-12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 830"
2012-07-09;2012-07-17;2013-05-01;"Minister Pracy i Polityki Społecznej";"niezgodny";"Wykonane";"Uprawnienia do dodatkowego wynagrodzenia rocznego dla pracowników jednostek sfery budżetowej (nieuwzględnienie okresu urlopu macierzyńskiego)";"Dz.U. 1997 r. Nr 160 poz. 1080Ustawa z dnia 12 grudnia 1997 r. o dodatkowym wynagrodzeniu rocznym dla pracowników jednostek sfery budżetowej";"P 59/11
Data wydania:2012-07-09
Dz.U. 2012 r. poz. 819
Data ogłoszenia:2012-07-17";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-69/12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 746"
2012-07-02;2012-07-10;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Niewykonane";"Emerytury osób nie zatrudnionych w kraju przed wyjazdem za granicę.";"Dz.U. 1989 r. Nr 11 poz. 63Rozporządzenie Rady Ministrów z dnia 1 kwietnia 1985 r. w sprawie szczegółowych zasad ustalania podstawy wymiaru emerytur i rent";"P 35/10
Data wydania:2012-07-02
Dz.U. 2012 r. poz. 778
Data ogłoszenia:2012-07-10";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-75/12"
2012-06-26;2012-07-04;2013-10-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Opłata stosunkowa (umorzenie postępowania egzekucyjnego)";"Dz.U. 2011 r. Nr 231 poz. 1376Ustawa z 29 sierpnia 1997 r. o komornikach sądowych i egzekucji
Dz.U. 1964 r. Nr 43 poz. 296Ustawa z dnia 17 listopada 1964 r. - Kodeks postępowania cywilnego";"P 13/11
Data wydania:2012-06-26
Dz.U. 2012 r. poz. 759
Data ogłoszenia:2012-07-04";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-74/12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 1513"
2012-06-05;2012-06-15;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Określenie terminu powoływania sędziów przez Prezydenta RP";"Dz.U. 2013 r. poz. 427Ustawa z dnia 27 lipca 2001 r. - Prawo o ustroju sądów powszechnych";"K 18/09
Data wydania:2012-06-05
Dz.U. 2012 r. poz. 672
Data ogłoszenia:2012-06-15";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-64/12"
2012-05-24;2012-06-01;2013-07-01;"Minister Pracy i Polityki Społecznej";"niezgodny";"Wykonane";"Zasady ustalania podstawy wymiaru zasiłku chorobowego i zasiłku macierzyńskiego ubezpieczonym podlegającym z tytułu prowadzenia pozarolniczej działalności gospodarczej dobrowolnemu ubezpieczeniu chorobowemu";"Dz.U. 2010 r. Nr 77 poz. 512Ustawa z dnia 25 czerwca 1999 r. o świadczeniach pieniężnych z ubezpieczenia społecznego w razie choroby i macierzyństwa";"P 12/10
Data wydania:2012-05-24
Dz.U. 2012 r. poz. 622
Data ogłoszenia:2012-06-01";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-52/12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 996"
2012-05-17;2012-06-04;2013-04-01;"Minister Spraw Wewnętrznych";"niezgodny";"Wykonane";"Przesłanki stosowania środków przymusu bezpośredniego";"Dz.U. 2011 r. Nr 116 poz. 675Ustawa z dnia 12 października 1990 r. o Straży Granicznej
Dz.U. 2009 r. Nr 168 poz. 1323Ustawa z dnia 29 sierpnia 2009 r. o Służbie Celnej
Dz.U. 2001 r. Nr 123 poz. 1353Ustawa z dnia 24 sierpnia 2001 r. o Żandarmerii Wojskowej i wojskowych organach porządkowych
Dz.U. 2011 r. Nr 287 poz. 1687Ustawa z dnia 6 kwietnia 1990 r. o Policji
Dz.U. 2010 r. Nr 29 poz. 154Ustawa z dnia 24 maja 2002 r. o Agencji Bezpieczeństwa Wewnętrznego oraz Agencji Wywiadu
Dz.U. 2012 r. poz. 621Ustawa z dnia 9 czerwca 2006 r. o Centralnym Biurze Antykorupcyjnym";"K 10/11
Data wydania:2012-05-17
Dz.U. 2012 r. poz. 627
Data ogłoszenia:2012-06-04";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-53-12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 628"
2012-05-15;2012-05-24;2013-03-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Postępowanie upadłościowe (zwolnienie z opłaty sądowej)";"Dz.U. 2012 r. poz. 1112Ustawa z dnia 28 lutego 2003 r. – Prawo upadłościowe i naprawcze";"P 11/10
Data wydania:2012-05-15
Dz.U. 2012 r. poz. 578
Data ogłoszenia:2012-05-24";"[Pokaż szczegóły]

ANALIZA
DPiO-5604-56/12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 355"
2012-05-09;2012-05-23;2013-04-01;"Minister Sprawiedliwości";"niezgodny";"Wykonane";"Koszty przeprowadzenia dowodu z opinii biegłych (ustanowienie granicy wynagrodzenia biegłego z zakresu medycyny)";"Dz.U. 1988 r. Nr 42 poz. 335ROZPORZĄDZENIE MINISTRA SPRAWIEDLIWOŚCI z dnia 22 grudnia 1988 r. zmieniające rozporządzenie w sprawie kosztów przeprowadzenia dowodu z opinii biegłych w postępowaniu sądowym.
Dz.U. 1975 r. Nr 46 poz. 254Rozporządzenie Ministra Sprawiedliwości z dnia 18 grudnia 1975 r. w sprawie kosztów przeprowadzenia dowodu z opinii biegłych w postępowaniu sądowym";"SK 24/11
Data wydania:2012-05-09
Dz.U. 2012 r. poz. 569
Data ogłoszenia:2012-05-23";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-42/12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 518
Dz.U. 2013 r. poz. 508"
2012-05-08;2012-05-22;NA;"Minister Sprawiedliwości";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Zasady awansowania sędziów sądów powszechnych";"Dz.U. 2009 r. Nr 1 poz. 4Ustawa z dnia 19 grudnia 2008 r. o zmianie ustawy - Prawo o ustroju sądów powszechnych oraz niektórych innych ustaw
Dz.U. 2011 r. Nr 270 poz. 1599Ustawa z dnia 20 czerwca 1985 r. o prokuraturze";"K 7/10
Data wydania:2012-05-08
Dz.U. 2012 r. poz. 562
Data ogłoszenia:2012-05-22";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-48/12"
2012-04-19;2012-05-02;NA;"Minister Zdrowia";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Zwrot nienależnie opłaconych składek na ubezpieczenie zdrowotne";"Dz.U. 2008 r. Nr 164 poz. 1027Ustawa z dnia 27 sierpnia 2004 r. o świadczeniach opieki zdrowotnej finansowanych ze środków publicznych";"P 41/11
Data wydania:2012-04-19
Dz.U. 2012 r. poz. 476
Data ogłoszenia:2012-05-02";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-57/12"
2012-04-18;2012-04-30;NA;"Minister Administracji i Cyfryzacji";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Dostęp do informacji publicznej (ograniczenie prawa do informacji z uwagi na ważny interes państwa)";"Dz.U. 2011 r. Nr 204 poz. 1195ustawa o zmianie ustawy o dostępie do informacji publicznej oraz niektórych innych ustaw";"K 33/11
Data wydania:2012-04-18
Dz.U. 2012 r. poz. 473
Data ogłoszenia:2012-04-30";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-35-12"
2012-04-03;2012-04-16;2013-10-01;"Minister Zdrowia";"niezgodny";"Wykonane";"Zasady ustalania wysokości opłat pobieranych za pobyt w izbie wytrzeźwień";"Dz.U. 2004 r. Nr 20 poz. 192Rozporządzenie Ministra Zdrowia z dnia 4 lutego 2004 r.w sprawie trybu doprowadzania, przyjmowania i zwalniania osób w stanie nietrzeźwości oraz organizacji izb wytrzeźwień i placówek utworzonych lub wskazanych przez jednostkę samorządu terytorialnego
Dz.U. 2012 r. poz. 1356USTAWA z dnia 26 października 1982 r. o wychowaniu w trzeźwości i przeciwdziałaniu alkoholizmowi";"K 12/11
Data wydania:2012-04-03
Dz.U. 2012 r. poz. 405
Data ogłoszenia:2012-04-16";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-30/12
AKTY WYKONUJĄCE
Dz.U. 2013 r. poz. 1563"
2012-03-29;2012-04-23;NA;"Minister Finansów";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Brak zwolnienia od podatku alimentów ustalonych w ugodach sądowych";"Dz.U. 2010 r. Nr 51 poz. 307Ustawa z dnia 26 lipca 1991 r. o podatku dochodowym od osób fizycznych";"K 27/08
Data wydania:2012-03-29
Dz.U. 2012 r. poz. 440
Data ogłoszenia:2012-04-23";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-32/12"
2012-02-28;2012-03-08;NA;"Minister Pracy i Polityki Społecznej";"niezgodny";"Brak konieczności podjęcia prac legislacyjnych";"Zasady ustalania prawa do świadczeń lub ich wysokości";"Dz.U. 2004 r. Nr 121 poz. 1264ustawa z dnia 20 kwietnia 2004 r.o zmianie ustawy o emeryturach i rentach z Funduszu Ubezpieczeń Społecznych oraz niektórych innych ustaw";"K 5/11
Data wydania:2012-02-28
Dz.U. 2012 r. poz. 251
Data ogłoszenia:2012-03-08";"[Pokaż szczegóły]

ANALIZA
DPiO 56-15/12"
2012-02-14;2012-02-22;NA;"Minister Infrastruktury i Rozwoju";"niezgodny";"Niewykonane";"Zasady zawierania umów przeniesienia własności lokalu spółdzielczego";"Dz.U. 2003 r. Nr 119 poz. 1116Ustawa z dnia 15 grudnia 2000 r. o spółdzielniach mieszkaniowych";"P 17/10
Data wydania:2012-02-14
Dz.U. 2012 r. poz. 201
Data ogłoszenia:2012-02-22";"[Pokaż szczegóły]

ANALIZA
DPiO 5604-13/12"
